,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q12,Q13,Q14,Q15,Q18,Q19,Latitude,Longitude
2905,58,1,1,1,3,2,1,0,1,0,0,0,0,0,1,0,0,0,2,-1,1,5,1,4,-6.8981136,37.49578972
2906,49,1,1,3,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,4,-2.523641,32.96645759
2907,27,2,1,6,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,4,1,1,-3.40020358,37.35584396
2908,32,2,1,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,2,4,-7.3756535,30.62856558
2909,31,2,1,1,5,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,5,4,4,-3.63756496,32.95466829
2910,22,1,4,1,5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-10.25733381,40.19376744
2911,26,2,1,6,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,-1,1,1,-2.48693977,32.90228887
2912,38,1,1,1,3,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-4.98382805,39.83385121
2913,66,1,3,2,1,2,1,0,1,0,0,0,0,0,0,1,0,0,2,-1,1,6,4,4,-4.48224722,34.19480409
2914,24,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,3,1,2,-4.857124400000001,34.84216072
2915,73,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-5.93519307,37.27601398
2916,40,1,1,6,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-6.17333357,39.22522823
2917,18,2,1,6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,5,-6.1983477,39.25252994
2918,28,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-1.25655931,30.67859578
2919,34,2,1,3,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,4,1,2,-3.37335182,36.84744577
2920,30,2,1,1,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-8.30267034,31.06669078
2921,65,2,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,-1,2,-1,5,5,-8.91090362,33.47109272
2922,33,2,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-10.9530851,39.3408871
2923,44,2,2,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-10.40442074,40.17837879
2924,21,2,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,1,4,1,4,-3.15044249,33.66879605
2925,16,1,4,3,3,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-4.57693356,30.09341029
2926,38,1,2,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.93873566,33.18464892
2927,38,1,3,2,5,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-1.58726789,30.89535159
2928,62,2,3,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,6,2,-1,4,4,-4.6167212,35.76299939
2929,42,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,-1,2,4,-5.18153348,39.09109348
2930,32,1,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-8.96328547,32.90297984
2931,40,1,1,3,1,2,1,0,1,1,0,1,1,0,0,0,0,0,2,-1,1,5,1,4,-1.59299466,30.89698095
2932,48,1,1,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,2,-1,2,-1,1,5,-6.80043141,39.25530877
2933,27,2,1,6,5,2,1,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,3,1,1,-6.81484804,39.15232026
2934,46,2,1,3,2,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.0334094,35.7703469
2935,31,2,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,-1,1,4,-3.40218092,37.35809691
2936,21,2,4,5,3,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,1,-6.14023168,39.32599624
2937,49,1,1,3,5,2,1,1,0,1,0,0,0,0,0,0,0,0,2,-1,2,-1,2,4,-6.16329883,39.19141006
2938,16,2,4,2,3,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,6,1,4,-3.15803828,32.36955788
2939,18,1,1,3,3,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.54832673,32.54883969
2940,62,2,1,7,5,2,1,0,1,0,0,1,0,1,0,1,0,0,1,3,2,-1,1,1,-6.90754661,39.16939528
2941,51,1,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-4.61262399,35.03298826
2942,63,1,1,2,3,2,2,0,1,0,1,0,0,0,0,1,0,0,2,-1,2,-1,5,4,-8.95340149,32.56473855
2943,67,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,1,1,1,2,-10.86260216,39.02877253
2944,23,2,1,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-5.50620877,32.50344237
2945,40,2,2,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-8.80350813,34.2238159
2946,28,2,2,3,5,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,3,1,1,-3.86374913,32.60949367
2947,25,2,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-6.30133182,35.88021952
2948,62,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-6.42291335,31.23230417
2949,37,2,1,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.78697687,34.96182637
2950,28,1,1,6,5,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-9.16653768,33.81106191
2951,46,2,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-10.61400868,38.81154055
2952,36,2,1,1,5,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-7.11905622,39.19844031
2953,31,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,4,1,1,-3.55771188,33.89185766
2954,55,2,1,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,6,1,6,1,1,-8.08824157,36.68095711
2955,33,2,2,3,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,4,1,4,1,4,-9.2215715,33.64007711
2956,16,2,4,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-3.44081604,31.89191569
2957,39,2,1,3,3,2,1,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,3,1,4,-2.60198894,33.42246933
2958,28,1,4,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,2,-6.66174936,37.13659003
2959,35,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,2,1,3,-4.31084946,35.742930799999996
2960,28,1,4,6,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,-2.52712529,32.94520583
2961,80,2,3,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-2.07951384,32.93817976
2962,29,1,4,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,5,2,-1,1,4,-6.67949468,39.20466688
2963,65,2,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-2.83087421,30.53137173
2964,42,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-9.43825725,33.56100674
2965,30,2,4,5,5,2,1,0,1,0,0,0,0,0,0,1,0,0,1,3,1,3,1,1,-4.80926761,34.75436998
2966,28,1,1,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-2.86055564,33.2803294
2967,65,1,1,3,5,1,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,3,1,2,-2.5531973,32.90927851
2968,44,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-10.4930825,39.3240464
2969,32,2,1,3,3,2,1,0,1,0,0,0,1,0,0,0,0,0,1,3,2,-1,1,2,-10.66883717,35.53689048
2970,24,2,1,5,5,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,4,1,2,-6.2409299,39.52753948
2971,25,2,1,3,3,2,2,0,1,0,1,0,0,0,0,1,0,0,2,-1,1,3,1,4,-4.73761545,38.34716081
2972,30,2,1,1,5,1,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,2,-1,1,1,-5.17158409,38.42214947
2973,19,2,4,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,3,1,4,-7.76977918,36.91442931
2974,17,1,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-6.51980882,38.50733122
2975,50,2,1,3,3,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-10.16864359,39.85935968
2976,46,2,1,3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,1,4,1,6,1,4,-8.25308634,31.36139633
2977,53,1,1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,5,1,6,1,2,-7.76947148,36.91472155
2978,19,1,4,3,3,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-7.28653403,35.50587279
2979,29,2,4,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,1,-8.91358294,33.53460973
2980,32,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,5,1,5,1,4,-10.51898464,38.67573136
2981,49,1,1,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-5.88017854,35.12516223
2982,30,2,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-4.87451891,36.79107775
2983,21,2,1,3,5,2,1,0,0,0,0,0,0,0,0,0,1,0,1,6,1,6,1,1,-6.76734362,38.98462361
2984,34,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.563072999999999,38.50354859
2985,21,1,1,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,1,4,-9.10980333,32.76473905
2986,30,2,1,5,5,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,2,-6.41773084,39.54780188
2987,60,2,1,1,3,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-6.13797626,37.58928515
2988,17,1,4,5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,2,-1,1,1,1,1,-11.46746306,36.9817598
2989,19,2,1,1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,1,3,1,4,-10.40951401,39.16777189
2990,44,2,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-9.17885575,33.72646094
2991,27,1,1,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-7.59900932,31.27128429
2992,79,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-1.86758808,33.85752015
2993,75,1,3,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,2,-1,2,-1,4,4,-9.57521914,33.77285373
2994,28,1,1,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,3,1,3,1,4,-9.35274245,34.77124901
2995,70,1,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-9.76346712,39.58998788
2996,35,1,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,4,4,4,-8.768007,34.19922443
2997,26,2,1,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,2,-6.09331531,39.423742299999994
2998,20,1,4,5,4,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.69563064,34.37329829
2999,17,2,1,3,5,2,1,0,0,0,0,0,0,0,0,0,1,0,1,5,2,-1,5,1,-7.95885,31.611356699999998
3000,34,1,1,3,4,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.07383296,31.93355365
3001,56,2,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.28615859,34.951184399999995
3002,24,2,1,7,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-9.31599817,32.77897051
3003,25,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,6,2,-1,1,4,-4.31507773,34.24052512
3004,25,2,1,3,5,2,1,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,3,1,4,-6.33195035,31.06404067
3005,23,2,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-5.40298006,38.61224245
3006,29,1,2,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-8.96336582,32.90308154
3007,25,2,1,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-6.14340511,39.21914884
3008,23,2,1,1,2,2,2,0,1,0,0,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-2.04417607,35.45468613
3009,32,2,1,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4,2,-1,1,4,-10.92073465,39.37990407
3010,30,1,1,2,5,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-2.6586449,33.93895163
3011,42,1,1,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,4,1,5,1,1,-3.56405155,36.98066663
3012,18,1,4,5,3,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,2,-5.13553313,34.77252912
3013,45,1,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-4.87425733,36.79126759
3014,23,2,1,3,3,2,2,0,0,0,1,0,0,0,0,1,0,0,2,-1,1,2,1,4,-2.12185332,33.05921441
3015,53,1,1,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,1,5,1,4,-8.37744247,31.97663906
3016,40,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,3,1,4,-6.42219382,31.22250268
3017,75,1,1,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-5.75370522,38.69834508
3018,19,2,4,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,6,1,3,1,1,-6.14043779,35.73498071
3019,16,2,4,2,3,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,1,1,4,-3.4293727,31.51551888
3020,23,1,1,3,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,6,2,-1,1,4,-2.71327579,33.14248902
3021,78,1,1,7,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,6,1,4,1,1,-6.78466228,39.15754014
3022,23,1,4,2,5,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.04928609,37.08020132
3023,37,1,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-10.70571357,39.1356581
3024,69,2,3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-3.2020092,37.20440714
3025,31,1,1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-2.57634803,32.6543702
3026,82,1,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-9.01181194,33.00559541
3027,21,2,1,6,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-9.57630071,34.65353765
3028,24,2,1,3,1,2,1,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,3,1,2,-10.86995853,39.42912695
3029,25,1,1,3,2,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-4.86508345,30.33206068
3030,37,2,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-6.07149698,36.64485734
3031,40,1,1,7,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,1,1,-6.79436154,39.25058088
3032,46,2,1,3,2,2,1,0,0,0,1,0,0,0,0,1,0,0,2,-1,1,4,1,4,-3.24035283,37.01550083
3033,40,2,1,3,2,2,2,0,1,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-4.85660805,34.83892131
3034,22,1,4,3,5,2,1,0,1,0,1,0,0,0,0,0,0,0,1,5,2,-1,1,4,-4.67860405,35.95378333
3035,66,2,2,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,3,1,4,-3.80677824,37.50513992
3036,20,2,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-3.52782995,32.05968264
3037,19,2,1,5,4,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,1,-10.86811117,39.42797761
3038,25,2,3,3,2,2,2,0,1,0,0,0,0,0,0,1,0,0,2,-1,2,-1,2,4,-1.11209323,34.01742722
3039,22,2,1,3,5,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,2,-1,3,4,-1.86108513,34.7529323
3040,45,1,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,6,1,5,1,4,-10.93534232,39.27919801
3041,40,2,1,3,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2,-1,1,2,-3.39122759,36.73481937
3042,32,2,4,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,4,-8.89729491,33.45390006
3043,75,2,3,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,2,-1,2,-1,4,4,-10.560946699999999,39.174380299999996
3044,55,2,3,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,4,2,2,-7.11998674,37.80310722
3045,40,2,1,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,1,5,2,-1,4,4,-2.65576248,31.57432738
3046,32,2,1,3,1,2,1,0,1,0,0,0,0,0,0,1,0,0,1,6,1,3,1,1,-4.61131202,29.78458697
3047,38,1,1,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,2,4,-7.93441331,35.62774352
3048,23,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-2.91340213,32.16497627
3049,19,2,1,3,5,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-3.57535733,33.39789323
3050,40,2,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-6.73359062,38.84349397
3051,40,1,1,3,4,1,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.74623535,34.17236112
3052,19,2,4,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,1,1,-6.34191334,31.08346044
3053,25,1,1,1,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,-1,4,4,-2.60986271,32.07067014
3054,63,2,3,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-2.86764078,32.51686801
3055,22,1,4,6,5,1,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,4,1,4,-2.59787261,32.91382977
3056,29,1,4,7,4,2,1,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,3,1,1,-6.82244564,39.31004648
3057,35,1,1,3,5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,6,2,-1,1,2,-4.18704251,34.24572499
3058,74,1,3,1,3,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-3.4369212,37.29797038
3059,60,1,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,3,-3.17870621,35.94725319
3060,18,1,4,2,3,2,2,0,1,0,1,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-2.73281923,31.39754846
3061,34,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,2,-1,1,4,-8.25114919,31.99007891
3062,55,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-7.48014838,31.47283949
3063,30,2,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-5.30928091,36.556712899999994
3064,20,2,1,3,5,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-10.60614373,35.61433839
3065,18,1,4,6,3,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-2.37661413,33.58278935
3066,30,1,1,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,1,6,1,4,-9.00756724,33.06738805
3067,22,2,1,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,6,1,6,1,1,-9.29494724,32.75930582
3068,48,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,4,1,5,-5.16777389,39.81179064
3069,25,2,1,3,3,2,2,0,0,0,0,0,0,0,0,0,1,0,1,5,2,-1,1,4,-8.6054394,39.26088965
3070,77,1,1,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-7.91975932,35.61882892
3071,24,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-3.94539627,35.4323165
3072,38,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-9.27039426,33.36324731
3073,25,2,3,6,3,2,1,0,0,0,0,0,0,0,0,1,0,0,2,-1,1,6,1,5,-6.20961212,39.21831853
3074,27,1,4,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,2,-1,1,3,1,4,-2.48665092,32.90209713
3075,39,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,3,2,-1,1,4,-4.11182479,34.82193802
3076,37,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-7.60003576,36.99791677
3077,50,2,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,1,1,4,-1.55977976,31.64495963
3078,35,2,2,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,1,3,1,4,-6.61646156,39.11053882
3079,20,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-8.89659465,31.69151236
3080,21,1,4,3,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-3.24274966,33.45630809
3081,43,1,4,3,5,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,2,-4.82523558,34.75164538
3082,21,2,4,3,3,2,2,0,0,0,0,0,0,0,0,0,1,0,2,-1,2,-1,4,4,-4.35242122,34.43430614
3083,29,2,1,3,4,2,1,1,1,0,1,0,1,0,0,0,0,0,1,3,2,-1,1,4,-8.91518663,33.43248523
3084,35,1,1,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,4,1,1,-3.10449756,37.59339436
3085,18,1,4,6,5,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,6,1,4,-6.84687964,39.24764028
3086,82,1,3,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-2.74573014,31.88618909
3087,20,2,1,3,5,2,2,0,0,0,1,0,0,0,0,1,0,0,2,-1,2,-1,1,4,-3.62861059,32.94966817
3088,43,1,1,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2,-1,1,4,-4.46019534,29.80828001
3089,30,1,3,3,5,2,2,0,1,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-10.67094755,38.86751434
3090,31,2,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,1,5,1,4,-8.89694836,34.70410656
3091,35,2,1,6,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,6,1,1,-5.0699321,32.7894554
3092,25,2,1,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,3,2,-1,1,4,-10.70783132,39.44602296
3093,45,1,2,3,4,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-3.34522113,37.317076899999996
3094,35,1,4,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,-1,1,1,-3.41362634,36.70743271
3095,46,2,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,2,4,-4.07865405,37.13654853
3096,40,1,2,3,1,2,2,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-9.31561064,32.78153574
3097,23,1,1,6,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,1,4,1,4,-7.40882837,37.66194463
3098,56,2,3,2,1,2,1,0,1,0,0,0,0,0,0,1,0,0,2,-1,1,4,4,4,-5.88398715,36.44587575
3099,31,1,1,7,4,2,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,1,1,1,-8.85933091,34.01127589
3100,59,2,1,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,3,1,3,-8.03153427,35.76987332
3101,22,2,1,3,5,2,2,0,1,0,0,0,0,0,0,0,0,0,1,4,1,3,1,4,-1.79471978,34.72740305
3102,40,1,1,3,1,2,2,0,1,0,1,0,0,0,0,0,0,0,1,6,2,-1,1,4,-7.855365299999999,31.17659869
3103,16,1,4,3,3,2,1,0,1,1,0,0,0,0,0,0,0,0,2,-1,2,-1,4,4,-10.9521735,39.340864200000006
3104,34,1,1,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,-1,1,3,1,2,-3.38970627,36.75932782
3105,32,1,1,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-8.82518276,34.95619311
3106,88,1,3,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,2,-1,2,-1,4,4,-8.90860589,34.67358489
3107,45,1,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,1,6,1,4,-10.75147789,38.53241845
3108,20,1,4,3,2,2,2,0,1,0,1,0,0,0,0,0,0,0,1,3,2,-1,1,4,-8.21692606,31.68498768
3109,24,2,4,6,5,2,1,0,0,0,1,0,0,0,0,0,0,0,2,-1,2,-1,1,1,-6.14942704,39.22275361
3110,59,2,1,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,2,-1,1,5,1,4,-8.95202235,32.56642316
3111,37,2,2,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,6,2,-1,1,4,-4.37261367,35.07327494
3112,33,2,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,-1,2,-1,1,4,-5.69626863,37.1744717
3113,23,1,4,6,5,2,1,0,0,0,0,0,0,0,0,0,1,0,2,-1,1,4,1,1,-5.022433,32.81971733
3114,53,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,4,2,-1,4,4,-7.38674991,31.36498754
3115,52,2,3,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,1,5,2,-1,4,4,-3.43956572,31.89181786
